f(a,b,c,d,e,f) a b c d e f
262295194874446 765 735 583 164 774 45
624523478775 48 889 697 161 215 263
92413559571604 621 493 72 788 526 36
157036585885 172 284 176 613 584 496
662711923005961 921 449 149 637 963 508
657404491942 87 899 916 336 964 330
12016225554847 413 149 29 664 130 748
867816542055132 972 663 599 327 467 744
3139990914144 314 544 327 736 421 850
411046653863074 837 707 604 920 119 141
47921934550151 543 920 875 206 437 440
309711511688198 791 482 816 350 300 117
34688486470 113 358 545 874 948 584
328273420910307 800 878 944 139 981 115
969879039526 247 475 728 118 915 213
104981542713556 637 563 210 250 157 231
19505304206066 455 258 508 952 623 532
5904888504 90 11 30 16 248 599
597499807881273 902 805 707 490 554 815
670323710966049 923 808 629 15 270 614
45385418829962 538 748 461 106 73 780
1765914958508 281 346 741 825 461 186
23675559208872 473 27 668 512 245 713
43422891474287 534 203 768 267 786 961
130941958627979 665 972 273 969 924 222
931933317657575 986 163 519 567 594 836
57099126457112 564 419 416 907 434 522
62473402372 144 169 638 446 108 945
36414768317542 515 658 163 595 348 175
330216786366910 801 834 517 650 642 894
564755697271797 892 467 667 378 242 987
39923250762156 524 804 66 493 808 671
10106509454723 395 837 446 187 265 171
703661684823946 932 824 770 585 660 693
1947755951834 287 172 680 463 79 29
3287793783 80 59 104 404 822 60
1509508979547 267 625 175 823 392 975
261030841513981 764 926 147 253 853 998
533757579197932 882 216 924 966 829 393
577683861814441 896 669 830 587 320 837
995993404326 249 446 913 812 313 393
7838750553627 379 371 121 601 883 924
109229433692527 642 640 913 887 274 631
129549064595394 664 830 134 907 330 437
499266733387023 870 959 77 959 614 222
101631080230361 633 208 118 864 372 68
177908442509241 708 335 580 549 674 625
148501118674 31 621 627 55 446 24
479035384138749 863 767 658 21 5 971
5501800666042 351 646 89 116 205 83
597585240015744 902 843 190 565 588 358
77246228544859 598 938 798 948 667 532
268977493028835 769 478 327 986 84 443
707605853289400 933 889 809 342 963 290
17061797611721 443 153 674 858 813 350
880520778540 243 427 227 756 326 857
109937591673451 643 393 901 464 230 414
881271326600466 975 648 882 527 22 294
152431770801821 686 845 308 724 312 96
52285126238187 554 562 200 392 237 198
872966041674 244 300 83 622 602 13
28723064623 28 412 475 285 262 47
176373334517526 706 994 751 541 89 575
1077896546430 255 70 692 196 436 311
1406697553483 240 884 620 464 727 356
175526130933 171 414 395 692 825 624
52349163525977 553 892 166 600 195 589
58601496956655 567 68 969 412 435 34
353327642570 3 771 319 13 614 978
156459846973148 690 488 79 482 107 862
7575214362215 376 495 43 849 101 771
927272704849173 985 488 799 479 125 607
18311328674 81 349 222 896 141 683
181729111012571 711 423 199 684 180 714
155279035822040 689 282 703 469 955 518
53566097050537 556 811 878 589 313 170
996603975777 251 190 983 205 606 802
12197079118160 413 653 782 213 262 879
144600572113085 679 723 466 356 248 337
198715165 27 125 391 857 771 476
14768104546729 426 927 308 475 673 76
11824028209956 410 699 686 546 175 890
59271748386 137 324 215 188 817 723
119044145737551 653 748 728 356 615 423
452579990096 213 348 801 274 161 953
7920358645800 377 743 357 590 265 180
31879156874841 502 57 956 199 990 435
127170963466696 662 412 487 133 587 911
828196252366224 963 258 983 417 210 545
938499853419 248 162 676 248 920 523
40265082628198 526 7 227 216 368 920
2029418871 73 29 354 848 883 130
189611243387460 717 585 229 749 997 721
648422603957304 917 364 757 99 660 265
6131134618455 361 104 365 890 591 442
932063199305894 986 601 264 352 554 155
89732900842553 617 749 40 967 479 249
113402815273818 647 407 886 126 721 219
1040304278046 213 881 819 110 385 596
2446714210635 299 489 616 488 17 886
131195462487311 666 638 701 177 515 208
580805390707469 897 551 877 881 394 869
20707381906 50 381 878 398 768 971
3253306148307 299 964 378 849 174 321
250901663645364 758 904 224 183 766 415
913311305149 246 334 315 564 121 227
37364770122313 518 515 748 385 722 5
373039526640768 821 428 129 276 228 996
7948589808066 380 398 266 966 690 290
210903650112 184 12 135 696 795 836
904534217177080 980 885 276 449 205 377
185655626168164 714 553 910 451 299 109
126660949007 166 165 506 394 715 913
32869619438815 503 905 60 787 309 351
490749663720 86 835 426 346 349 1000
323603776671727 798 80 885 351 811 722
218921772993426 738 245 27 432 260 624
980888198036107 996 924 459 402 308 824
300764831877218 786 937 478 801 10 622
454492595566500 854 706 157 429 317 527
680958797498059 926 567 316 352 966 740
1203725094818 205 958 851 546 925 577
577860035 2 187 864 283 527 776
421002128475348 841 737 516 220 184 278
22013275717575 466 443 649 805 651 991
67350779440085 583 6 284 440 911 599
5004656598606 345 585 390 447 648 261
215046989442 56 681 833 816 283 983
139218492401 169 217 950 735 69 827
15582824031067 435 291 85 612 922 22
48531619801076 546 295 885 637 121 842
309658168791816 791 107 350 847 553 864
366240546016632 818 122 671 594 554 171
680855588999424 926 115 391 849 716 329
624039151481120 910 290 405 804 382 59
106309152593034 638 881 572 621 489 83
25549698643984 477 962 918 86 450 787
489904262615049 867 365 160 548 543 226
219128235415788 738 677 41 299 145 856
255259135597449 761 431 745 859 877 416
34250749963776 507 931 517 70 807 884
190819081518196 718 40 572 715 844 317
17743263847 52 363 22 97 213 792
120092139315 44 589 753 5 140 482
1889414356 66 159 127 77 921 204
501518669189796 871 690 150 881 121 443
26559201162673 484 18 897 49 177 320
845537861195062 967 202 687 612 820 310
188224312686722 716 468 341 532 721 138
126185545617531 661 161 11 283 222 815
15872526055057 436 585 466 622 165 165
138081701737580 673 373 289 101 981 833
73948035918164 594 48 985 674 269 206
44654597189966 537 145 994 330 56 282
730294042304 156 894 956 504 160 984
456939102012602 855 414 565 952 51 533
428267921470147 844 253 940 853 279 710
285034656854051 778 77 624 26 658 582
310341296877 194 435 638 431 742 927
70387226105602 588 560 25 682 811 566
54097444763717 558 164 184 883 365 389
254829929375 28 711 904 63 478 289
188193165134282 716 360 228 635 953 470
621227106939854 909 886 331 369 444 167
207405843082642 730 561 715 186 312 178
2577458408996 302 506 568 702 612 786
623930934212 194 769 830 361 173 133
292651577391604 782 680 594 68 907 781
2094891608797 287 620 406 896 183 927
935514489209 71 983 161 832 709 77
56564443038536 563 129 424 879 444 313
685063707053666 927 851 798 687 653 110
738563937769369 941 930 581 175 715 719
6843288881811 369 220 627 327 248 270
515874322652958 876 410 786 149 365 724
32212876804237 503 345 476 533 226 286
623312405992 119 880 627 400 722 154
192095645347 33 662 109 827 402 218
83091872457378 608 298 478 241 958 347
88069705723715 615 550 469 17 178 854
610763549422548 906 756 669 388 435 962
342457617885237 807 659 406 230 245 410
57276243976 136 322 14 170 41 477
439521777119 213 187 505 450 706 334
370790322312244 820 474 58 997 737 646
648429727874068 917 396 702 14 202 47
19759497703757 456 457 715 208 194 653
277822955198871 774 449 516 162 553 427
40474726002 127 297 701 345 85 585
1024613977757 251 411 555 510 103 527
63130450074422 575 725 906 436 555 847
55840831634 135 324 269 308 840 644
31015152409409 499 526 525 498 497 64
47084193805952 541 928 878 981 272 294
3098049851557 297 942 647 650 729 448
4165523618242 334 315 953 954 152 264
1396001508710 261 656 705 305 302 531
18660232805546 451 196 23 133 652 621
140457470047175 675 759 763 526 401 759
58341021 36 23 134 752 330 26
24532277417767 473 962 296 770 279 325
4289997355329 327 862 991 582 435 240
922724762453 171 939 972 143 657 9
164076971127872 696 932 470 988 601 931
5108788441689 346 623 888 655 466 23
5537876730 42 274 612 107 448 95
717977963015 232 464 785 152 622 818
4147920824354 327 800 812 311 309 655
120564973843643 655 261 830 77 422 128
454270267843819 854 402 208 135 709 47
89434776789460 617 360 583 260 713 917
30030824989870 496 324 329 775 418 414
15934905690 92 318 959 569 113 479
36002196084140 514 595 455 861 874 331
224915557205609 742 7 250 213 192 571
975348486418430 995 562 289 597 411 780
695898413749410 930 677 276 585 932 228
38020552595252 520 162 814 86 354 420
22521542160379 468 516 262 317 847 839
277782294469596 774 79 579 829 529 72
36593583122460 516 343 872 365 836 330
163046050607 174 250 708 385 6 504
67942247218644 584 330 280 535 2 683
13029641198375 418 720 74 651 608 772
325640757807487 799 246 262 792 351 817
369940091267 139 751 358 655 373 251
398776285764 209 16 126 183 269 103
64854250241361 578 765 350 143 484 741
489059770 24 150 293 137 351 415
996043957634 110 995 595 121 958 805
920389596364 111 975 530 238 806 144
74576514730091 595 237 577 292 642 754
191066180134538 718 705 493 374 172 956
326887009844 104 749 118 437 422 992
353004340043743 812 92 536 554 717 1000
4816640409218 344 134 949 880 108 419
52375073751513 553 901 324 959 629 555
1000113284375062 1000 581 872 132 526 531
703101077242 234 198 268 119 142 773
848106771446 111 955 811 568 381 52
845822871771646 967 732 911 765 122 207
580655649262 194 744 815 668 14 435
4724700590001 341 581 62 726 190 991
61769298356104 573 77 461 12 307 832
303830745232917 788 145 68 420 898 238
4156392513385 330 702 137 836 725 761
157974238148106 691 812 652 134 448 545
35661479896684 513 603 358 431 59 232
913184046396653 982 212 561 710 791 65
769721341287191 949 259 506 265 25 807
899322288995674 979 264 975 238 635 861
14907492340 109 57 788 518 47 97
425733952304187 843 188 945 796 589 648
342271189516950 807 217 483 349 163 297
421371341361942 841 903 922 860 820 228
53613724857647 557 31 64 628 502 583
1279348512 45 207 905 533 271 407
3461591542632 322 47 321 533 851 96
212539570348965 733 984 79 386 625 564
49886262941 136 249 785 285 577 527
502229520734772 871 984 67 86 174 388
5898596048444 357 562 92 168 260 811
561772868179469 891 687 104 921 986 14
280443357396 170 610 91 552 139 276
41818807989001 530 121 985 706 81 958
248588664302464 757 185 413 679 528 72
100235311874792 631 670 183 170 202 756
3004511034325 313 140 287 504 626 305
2647243712815 299 713 988 668 347 412
33832387468104 508 182 18 441 959 392
35237551865170 510 926 620 898 877 819
51729635042966 553 346 922 93 878 794
396938535528 203 479 758 323 746 247
7731516912011 376 682 85 440 404 540
841173713139381 966 105 167 877 164 602
73333237453762 592 888 991 513 255 97
353484808694 74 770 642 494 836 28
85991847919124 612 611 945 955 481 440
759777345051 113 928 658 526 431 757
264045322190066 766 755 432 693 898 842
5112336729321 346 626 421 744 134 552
5587617584862 348 834 221 608 72 939
120291443043 20 589 404 954 874 238
31009184640450 497 910 628 301 345 699
160989458894603 694 156 824 532 192 983
29429285194043 494 315 287 726 293 78
104339763362549 636 727 77 348 366 351
129728489830 97 590 319 543 753 36
3907885167292 329 482 884 16 257 498
182526444582 161 523 776 885 992 639
309657794991815 791 131 834 236 25 386
59927228665 118 439 451 400 514 193
113376063581818 647 47 232 616 55 627
389180749930927 828 60 678 617 863 831
29386290405322 491 960 2 993 117 769
11449247790767 409 255 35 478 547 943
133982831626 164 353 566 308 101 8
56417569265 118 428 254 320 278 307
504187161959308 872 323 272 199 803 81
1209103054344 258 508 858 424 909 859
179894371418577 709 927 33 872 492 360
510892074448883 874 976 357 320 486 970
790435481881142 954 690 220 891 970 257
364454612494 185 620 205 763 910 321
250567888566 190 239 673 479 156 507
107572851325 148 438 621 918 927 237
521762160853491 878 33 81 238 189 216
31699922992 24 422 280 543 100 669
823164603041 241 318 372 640 511 161
908328789 27 177 444 844 531 650
143693779468 28 616 677 215 840 842
44655256805301 537 136 606 807 381 656
63060487341645 575 674 925 493 557 169
38503701904697 521 584 216 185 228 243
45110254935177 538 441 342 951 419 966
1051184304210 249 555 959 150 711 554
4002347114854 329 620 261 843 928 15
238891134839472 751 178 933 108 802 192
101323740244732 632 839 908 937 23 411
8794374316441 388 177 352 872 327 41
880771293105 2 969 957 934 69 42
5685800398 90 51 609 987 197 542
3396382528080 320 450 406 349 226 921
17451157313258 445 192 729 18 643 465
707645760678 57 917 369 173 607 929
262033782203378 765 420 960 406 275 572
245023633000 189 254 670 797 85 913
35763557917 70 430 472 15 954 996
373013224089706 821 293 491 712 142 721
396879655589064 831 879 287 771 64 100
465054306552193 858 518 218 902 969 810
684613947436607 927 522 364 361 305 822
418272458858264 840 496 195 55 747 81
8311344877731 378 878 470 466 424 17
59149046829935 568 410 583 518 913 223
171771639953547 703 513 494 347 656 24
549486174182911 887 809 239 833 614 815
13907328736730 420 957 831 780 810 530
370779663508724 820 449 937 875 709 892
33831138418277 508 165 963 773 124 334
104060412005680 636 57 269 264 183 165
59120397725498 568 67 848 339 538 124
1468330421949 263 677 268 20 241 736
7244674224171 373 396 320 185 250 787
863378128717540 971 676 687 187 953 676
384595273806223 826 551 702 281 877 896
-695504821 1 6 886 10 62 266
39129700310330 523 91 623 99 385 409
786078562614019 953 229 502 779 690 84
112503831635869 646 190 430 742 761 390
382741104002267 825 865 676 596 921 276
13680273510 31 342 307 129 583 794
8719373884595 384 780 578 164 990 569
115465914827091 649 756 228 824 886 188
31904610786672 502 396 80 172 478 134
66879055021 146 156 372 542 652 803
31727265031888 501 636 471 779 964 739
237305534179068 750 190 770 667 737 664
552356946590388 888 667 942 521 903 363
746334640557129 943 896 495 504 997 204
22401252636463 466 808 242 385 751 743
34724583022742 509 865 946 364 214 526
428979691252 212 201 960 340 462 817
903944949498689 980 395 576 728 138 174
1216132943450 259 476 874 988 807 204
57082966196577 564 348 425 913 1 648
116029217701017 650 138 592 335 907 527
565888949030 224 222 788 230 791 601
9184835724 71 301 939 243 98 850
3972794664016 331 81 763 783 82 726
16418434246244 438 739 265 514 956 590
88714101543506 616 369 699 615 252 241
1091129624253 249 605 316 796 494 585
15642897001020 433 806 48 29 711 983
114273676860622 648 370 252 27 731 904
574642701913719 895 782 2 697 918 161
657174935002 190 800 327 38 140 607
428331767072174 844 509 221 765 123 362
193496967158884 720 269 318 314 868 813
11289087212077 407 590 26 520 243 83
1365915962638 267 308 213 72 997 563
18831107589 43 370 386 680 761 161
454244097185020 854 60 425 582 595 444
4905714 15 76 308 777 799 699
10440096249 95 228 37 182 276 813
30630036667529 498 98 329 999 143 892
338761963763539 805 919 496 994 163 472
904355531300913 980 812 22 148 327 750
1623337911146 247 916 328 935 275 345
21974958148444 466 15 426 872 224 923
845669323688934 967 604 660 497 886 88
4098527207133 333 260 902 144 514 390
784401433208 55 941 563 599 267 153
742476899265491 942 925 100 956 518 160
699550547273216 931 582 954 643 972 438
3096835658389 312 613 941 951 500 366
6739253661897 364 769 816 963 792 493
12163916075653 414 220 694 686 488 39
144227984705 169 287 746 466 596 569
4096143667538 333 198 439 143 582 823
77784041150551 600 394 385 380 593 507
10147834363515 394 899 372 598 460 680
433968083520408 846 882 409 807 364 414
454266526825153 854 390 916 99 379 947
7487986264 22 295 449 225 616 15
29557430736204 493 812 587 903 700 575
201738080184106 726 470 507 40 425 108
2403702324448 292 728 182 780 99 649
41444442113610 529 366 237 951 672 455
224025756983908 741 888 454 286 142 507
4781634729304 343 430 486 42 113 462
268924752714126 769 77 846 929 445 598
18380000594884 448 760 13 178 235 700
51258308035279 550 982 369 606 622 484
338048198617064 805 140 996 789 585 501
138507892984919 673 817 260 198 45 962
5880230906182 358 11 655 377 940 831
5560408446873 354 195 661 437 843 725
22315161326307 464 948 183 304 861 189
18811059999333 449 866 401 668 389 292
71649045038 46 517 69 356 596 98
232597066268420 747 160 28 932 665 268
93128557434595 622 412 903 865 853 36
638786507429575 914 979 699 329 624 416
190958915475247 718 612 859 23 986 513
23676305988572 473 157 541 770 729 700
298093511765660 785 242 804 781 72 550
16491141223929 440 40 785 142 374 38
7728103215279 378 326 723 722 986 94
7494081613957 375 529 95 430 313 933
5847088014 33 280 697 456 95 943
4388648167607 326 917 784 620 855 739
6749010833885 368 65 122 861 203 476
8143846750999 382 314 481 780 962 250
3453771875265 318 671 941 608 206 423
72712056763427 592 94 755 854 549 771
740156018813 236 300 298 104 25 100
81859600299498 606 605 971 869 653 186
61769575528568 573 121 19 756 899 798
894828861841948 978 554 279 915 883 365
398687297869175 832 350 810 445 591 707
26560961171499 484 184 476 361 427 727
1585360284950 259 805 342 456 127 131
262716448589 192 217 749 208 533 444
374010143669 138 755 989 661 591 293
937021083082703 987 771 766 821 330 460
226514171897230 743 530 30 971 502 814
292444757859429 782 287 20 396 358 82
1495292268421 259 758 666 347 69 906
137039753205006 672 91 167 597 978 301
92365236132423 621 322 111 725 328 44
181251000920358 710 954 626 251 766 261
1121869128494 166 999 571 458 570 300
517389136267 139 826 63 343 787 309
4794403346329 331 952 564 600 512 294
391650416320 204 443 553 936 216 520
11446887591020 409 220 780 849 672 450
503938336422 194 692 551 673 534 646
35528715889811 513 41 844 705 563 573
833416358246295 964 978 655 93 790 707
880477326939 116 963 814 658 312 376
868155229371546 972 854 593 898 377 640
3256120398666 317 485 661 404 965 96
327799080600873 800 588 771 315 79 954
901256136492 245 373 942 600 923 91
6759474227272 368 320 185 971 234 124
342289932530106 807 380 154 792 647 124
45075022169289 537 805 372 425 84 546
387773878387227 827 984 615 682 289 188
5110451821849 348 290 767 228 954 362
105206007547969 637 755 153 785 973 206
140848623730753 675 922 400 572 994 256
15404553482210 434 300 997 782 174 803
534501031016418 882 929 38 473 410 294
4551372216483 340 303 843 146 883 80
668318510881 192 799 539 678 349 640
2448739728861 288 827 721 971 657 385
304271498243785 788 815 47 891 217 707
516062797733 102 843 24 819 952 553
224924029249 157 600 402 61 488 951
12458469346546 416 80 460 543 495 932
12761286130037 418 141 230 640 123 545
12330277920691 415 384 989 750 266 33
69174067686 146 248 982 60 141 661
828316334991637 963 594 976 244 967 663
36147068480441 514 721 497 166 507 136
14447530138142 426 804 222 79 514 165
279658080157254 775 526 281 990 667 287
872127234013487 973 422 664 51 676 555
1362697972033 244 840 342 784 379 334
430956932669 156 763 707 57 958 560
2281601292907 292 632 914 780 157 906
359573831483790 815 73 56 453 934 403
431596328304 199 588 281 581 712 517
315194557829 195 430 981 908 706 481
173030096429 36 645 475 599 54 850
197716164351762 723 633 987 640 832 529
2758383596796 300 757 116 720 420 151
433393804866763 846 419 144 725 214 111
207379898325825 730 521 980 714 404 226
36936443825890 517 147 643 720 893 746
481684117 38 163 672 766 8 862
790338144150923 954 600 652 505 213 989
824025356136889 962 594 914 867 61 177
133065911340115 668 489 871 708 846 663
240874954871974 752 790 600 432 738 772
11743468695658 411 355 233 277 241 801
673540462315512 924 283 776 505 678 360
590493284066364 900 248 793 372 890 343
890740531783 222 770 204 970 835 10
546608441355454 886 894 497 256 488 311
27345208438195 486 694 67 108 18 160
23614092043 68 386 341 916 717 647
22239322021304 466 717 96 493 993 57
453388283347 178 724 396 834 263 42
178287475145490 708 791 355 673 357 806
274211949195446 772 49 440 206 358 449
283461643801542 777 710 582 350 608 295
718216515156 235 199 380 290 612 178
258308024363 20 713 512 140 943 847
11727606529392 411 53 74 382 245 457
154321379658930 688 644 533 91 695 717
2772466277026 308 164 160 571 405 466
765945878951581 948 725 794 120 105 947
617300289978239 908 556 91 93 336 117
71520842918656 590 411 495 668 161 961
7717178012252 378 21 206 315 232 672
545973224396358 886 257 974 804 915 486
30375026774299 496 772 221 479 232 217
33843427425369 508 333 542 523 947 898
216537865630264 736 869 618 285 521 393
695687470670673 930 6 965 602 802 98
781973783699400 952 346 971 943 190 190
677196768173585 925 314 321 19 321 65
231044184255769 746 161 576 244 327 957
111633823821312 645 55 897 765 241 829
33196853009856 506 403 406 503 844 868
213680370337 20 680 515 930 146 136
22863540710635 468 802 943 120 395 743
289169281020 196 25 441 488 292 760
64026711715251 577 517 739 980 782 730
36246879058043 515 374 102 383 718 899
488044060807022 866 994 20 238 807 105
117004854667084 651 533 581 935 84 834
2184758903809 293 399 222 477 319 967
275401036249 96 719 111 289 99 995
126550892039188 661 778 705 601 869 386
99243892512788 630 125 181 910 570 424
1085299488 62 115 179 410 618 342
15967836627526 436 679 614 252 77 884
14029296985937 426 105 800 320 794 822
37334785651693 517 795 970 958 541 212
927893214786104 985 907 339 852 324 321
843667531298 218 770 606 157 182 407
21816202030273 465 525 306 489 349 801
641418843861468 915 481 50 899 391 982
415735073159934 839 287 601 39 757 579
386969680904117 827 604 104 956 824 438
41036165268381 528 52 651 49 741 58
256275039307 191 229 875 592 91 67
50819113443 2 475 444 49 620 501
481469879095550 864 148 292 485 545 568
224917958161127 742 221 48 844 343 19
82404252951080 607 185 75 931 911 681
125240874845710 660 296 390 808 216 230
6749777637868 361 887 665 10 199 122
314340573589692 793 930 557 670 81 441
456919140556998 855 310 76 190 599 810
620083095387 209 686 538 72 895 27
564848713629607 892 612 92 512 454 161
9848213423043 396 576 15 276 156 834
13430795683718 422 467 335 983 549 8
17877492078375 447 423 730 406 826 95
890894661882394 977 923 945 66 267 988
19502056791135 455 185 492 443 634 546
21700769505106 463 807 447 690 82 413
112560390746256 646 492 933 74 563 784
1623485306 69 105 396 967 549 952
133564073940766 668 863 57 453 186 391
321944024783237 797 776 793 267 633 861
32900466343219 505 488 677 853 713 25
111730740267449 645 558 906 744 454 46
4204745078480 318 988 57 818 222 329
434163784069744 846 946 425 890 375 72
79359168091529 601 987 91 123 659 756
610602862479950 906 638 261 983 692 144
448949047948536 852 77 995 911 517 910
2582240913778 279 972 965 746 990 112
12039787902625 412 641 122 644 727 109
208763899300198 731 426 103 472 543 683
139875098974281 674 941 497 777 215 777
4335802466993 329 833 655 139 696 563
17028519954502 440 856 165 53 537 341
35615857985667 513 543 732 631 751 859
147347100284763 681 969 496 782 248 747
10629328823 26 321 12 994 100 400
4833389088783 344 358 594 436 815 996
2235235509969 295 182 50 538 382 298
1723858138065 280 232 423 367 768 921
13865623175063 425 42 555 957 630 30
151287907382892 685 828 191 459 206 917
181697488621460 711 141 215 555 414 154
918437639651442 983 879 853 936 18 941
15100731081 73 340 695 613 782 468
143435128477 91 609 710 682 701 482
2639315206241 305 25 365 704 824 588
669897722386736 923 21 184 136 393 387
30477123445 93 393 694 573 622 340
19504567709990 451 959 135 679 27 647
5096407252920 345 676 261 931 861 508
67672520051 29 510 14 571 548 527
4551363825970 331 872 251 548 34 532
12619424169903 417 325 897 939 151 604
574646542184481 895 784 50 790 269 711
787705359226 215 757 433 491 173 523
199812488371 182 116 389 679 827 366
422209928897 162 747 905 219 803 587
26683524062 9 406 787 964 553 3
191011323761685 718 662 53 965 142 351
307705814025497 790 139 584 444 616 100
33376601788220 504 962 176 870 485 481
209623511669436 731 972 416 598 120 707
21313621898769 462 718 459 952 75 913
139773867442668 674 909 262 878 251 682
849344789060 3 960 121 138 109 131
46342596769982 541 16 860 212 707 826
295046837552656 783 926 999 571 207 158
339870243759 200 376 489 146 321 85
64596190402981 578 540 864 72 385 700
2583042662144 303 413 177 392 913 568
309661754852322 791 247 363 419 950 68
359364805772 204 279 65 901 474 717
36599941812982 516 374 305 308 468 879
225287425047899 742 781 585 224 18 529
35770086623278 513 701 889 576 906 571
757803433374797 946 648 671 780 601 935
293383044701793 782 986 454 858 686 65
913191798916445 982 313 126 746 626 56
302233986084953 787 756 73 447 545 975
12458255145988 416 55 654 248 531 272
69106231544388 586 262 425 860 158 83
421556060142995 841 960 804 925 121 212
320761770011 77 751 348 681 504 860
33151658232330 503 988 255 975 758 493
489887013438374 867 188 910 957 605 369
199090238258289 724 637 999 446 62 795
129242836076569 664 641 778 138 774 624
140126314455376 675 160 728 761 710 382
965486425632564 993 22 539 206 298 430
24183272143042 473 844 193 554 189 867
92354958878532 621 180 833 240 706 22
244970459373 25 704 877 129 282 14
11180350599863 407 334 198 856 940 516
104263126021338 636 671 228 681 733 19
69638382855241 586 856 487 21 577 74
229538939259999 745 447 657 73 336 877
42717470073293 532 567 772 352 499 537
20606427695 28 380 640 841 33 453
7250325927 94 3 446 871 526 761
1245258454189 242 803 803 905 749 449
2402392389851 297 550 270 723 441 430
478728304628917 863 444 523 624 221 700
197690589870973 723 606 946 995 748 227
31020645622 90 401 905 714 641 291
527741887429647 880 316 84 758 564 293
10421240999 17 320 404 216 131 59
62854859807685 575 10 374 714 823 397
164499823899193 697 179 761 577 481 278
15265319078364 433 460 688 451 387 805
492787934450527 868 514 447 314 327 525
103589972832 94 557 152 491 952 972
221396215263 10 686 401 911 91 246
54622418043879 559 445 119 134 631 849
272940786174153 771 841 463 12 818 358
16444197767806 438 755 978 407 778 180
23427632067974 472 178 224 512 878 520
58390549278842 566 742 85 877 746 672
171814222 46 85 442 957 487 65
57625309271425 565 471 152 26 141 660
5660642658 23 278 683 573 834 239
235727336180848 749 147 53 782 566 747
1307639836654 265 180 647 368 401 283
13875654605315 421 898 437 67 935 449
13703055006596 424 94 768 929 140 839
1214919778043 260 405 496 614 416 324
168688497858 161 497 794 637 324 199
1378057838055 266 464 7 398 815 993
190820707474446 718 221 981 70 797 871
23957616884911 474 421 996 904 554 684
153287547605312 687 711 798 291 440 525
116925280610323 651 180 484 589 832 555
367797974297 204 352 951 890 461 57
5188889043052 337 958 15 807 251 216
2666485616 31 228 401 889 209 312
2034297690301 289 369 618 311 622 30
430807463067181 845 23 687 653 494 771
64944372510817 578 811 308 13 418 289
166874761132514 699 207 21 972 291 212
148711494941007 683 536 315 235 734 654
57069822112917 564 195 83 823 449 983
375332769321535 822 472 320 290 467 490
66439041615 83 500 9 894 448 359
12233868946681 414 518 332 897 879 473
328529229956 201 146 177 999 770 563
4624203420473 341 344 821 425 295 817
991373896250 35 998 889 642 447 639
265451940368469 767 273 125 109 531 506
3365033227696 315 717 852 292 163 653
186873926456251 715 300 518 172 744 292
85853758369183 612 162 633 434 382 136
970455465176081 994 559 295 296 135 440
32845414139248 505 199 602 526 188 916
8544729442610 385 542 645 281 69 64
950990048512167 990 29 128 694 992 352
13457785116414 422 523 672 263 421 705
31292443917 93 395 202 774 256 977
252108903618 185 435 735 939 840 964
167172781064791 699 740 214 111 734 791
1077748838910 252 498 230 562 896 404
132001719860 132 551 627 664 621 825
2401429763 75 73 26 635 830 758
980169050151 55 995 785 379 615 782
16098591093349 437 634 2 682 634 148
741744800180054 942 17 182 738 469 662
607075475975965 905 144 896 716 594 470
778376727194336 951 847 22 653 481 818
484842402192635 865 873 844 443 44 466
110771866267650 644 78 133 139 594 274
6896980139001 369 486 107 182 229 368
235726773714437 749 94 558 664 748 492
311028058515 197 346 236 504 413 441
1969335973457 284 591 577 278 537 290
71918083294973 590 808 833 896 927 191
587553868662410 899 762 393 613 667 352
194839448896369 721 153 664 705 953 773
59695401760158 569 478 386 81 69 359
3919482308856 330 279 488 981 7 859
274788530788 194 47 224 993 403 911
19359376690807 452 838 674 86 383 794
348954721618041 810 725 50 960 481 975
1718022357503 279 408 595 718 297 668
77836547794945 600 526 122 64 977 776
11167314933503 407 77 859 672 636 126
745726716247967 943 437 107 187 154 765
580466667973 26 873 728 926 789 593
483364050605 17 834 758 654 231 239
1139388475567 255 498 685 144 513 644
3625652157693 325 6 635 124 38 985
69705799623682 587 335 222 697 718 983
273126896949 139 686 606 876 601 573
74973007473450 595 795 5 112 450 513
389180839666043 828 28 594 817 244 542
380051527355 207 13 201 520 156 912
242648637007501 753 865 473 648 632 420
20349170248189 458 666 61 831 423 12
79448765751 136 426 220 63 244 692
2793270969778 289 939 537 494 972 175
328262039610 23 757 506 611 386 85
932472166488071 986 857 73 313 265 733
359642831963126 815 513 612 877 811 430
120634741167204 655 523 994 966 527 279
662152710373 154 871 82 933 447 456
2348185362741 273 955 133 792 918 450
223536602266933 741 604 813 564 471 138
621651303420 25 888 543 26 620 220
150750991034 172 121 25 568 828 750
352100667441 184 613 198 301 665 82
3678097370661 318 808 281 878 803 957
139773387278 128 570 527 904 987 202
37899702533887 518 882 675 998 413 7
576479863728 142 849 932 101 25 337
21743630424037 465 250 813 7 949 253
975264252692941 995 357 906 148 686 47
441640624424 55 815 386 383 859 638
-7407485 5 62 281 221 215 659
1847443544 64 167 160 644 306 449
30773872077710 498 616 456 202 65 355
59266325802509 568 618 808 293 163 821
13712099516748 424 310 827 671 140 596
201713669254267 726 396 695 240 857 313
770258341689 226 652 325 259 643 720
9505893381043 394 329 804 912 64 226
267359503291922 768 650 690 12 936 406
3613445033991 308 958 840 291 929 307
6126541732219 360 532 563 744 265 181
2090801798349 289 523 217 806 727 839
